city,county,state,project,Farm,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe,ID,MAPPING_UN,GEOLOGY,SLOPE,ECOLOGICAL,DRAINAGE,SOIL_PH,PH_DESCRIP,SUITABILIT,SOIL_TEXTU,SOIL_CLASS,VEGETATION,DISTRIBUTI,SOIL_CLA_1,PERCENTAGE,MAJOR_CROP,Depth_2
Sabuwar Kasa,Kafur,Katsina State,OCP fertilizer,KT 13,20-40 cm,"2",5.84002,0.023362,0.390413,2.12166,175.492,80.4702,39.7619,7.96887,0.88977,0.626394,71.3324,105.27,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Sabuwar Kasa,Kafur,Katsina State,OCP fertilizer,KT 10,20-40 cm,"2",5.74285,0.030956,0.350652,2.92825,140.751,69.1583,39.6476,9.123,0.866704,0.449643,54.9976,134.985,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Dutsen Kura,Kafur,Katsina State,OCP fertilizer,KT 19,20-40 cm,"2",5.9538,0.025568,0.348627,2.87726,231.766,70.1111,40.5318,10.2121,0.801543,0.928544,74.4101,125.841,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Sabuwar Kasa,Kafur,Katsina State,OCP fertilizer,KT 31,20-40 cm,"2",6.45371,0.03201,0.46783,3.47691,330.543,88.1621,46.4504,7.25361,0.881105,0.903011,71.0139,102.198,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.9832,0.037708,0.482312,2.16691,117.555,82.1265,65.4433,7.90203,1.18257,0.61861,65.3993,83.9084,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.71482,0.035415,0.46067,3.22649,155.036,54.6588,54.8468,12.6665,0.886268,0.808356,64.0816,119.918,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.68003,0.031289,0.371361,4.31451,188.058,66.0481,66.6092,9.20423,0.975148,0.371582,38.8761,92.2035,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.482,0.038628,0.58228,1.96253,438.409,80.2965,127.836,14.6945,1.06889,1.48874,91.2989,125.577,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.81302,0.040942,0.378534,3.83934,165.391,68.3054,54.9037,7.93097,0.742753,0.541805,45.2882,126.421,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.89071,0,0,0,0,0,0,7.62989,0,0,0,0,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.82572,0.034676,0.522874,2.81434,180.862,72.5289,68.8502,14.9561,0.900799,0.459166,50.3477,127.085,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.49163,0.035416,0.434716,2.49649,200.092,74.0943,53.3586,8.09223,0.803881,0.530738,60.1308,96.4344,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.74973,0.026463,0.275935,4.22501,164.167,69.5643,53.2824,11.0767,0.68477,0.366957,51.2052,87.3676,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.89719,0.038184,0.446625,3.95457,184.929,87.6386,53.6974,8.17704,0.902161,0.558398,64.9438,122.107,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.87095,0.021428,0.272484,3.72067,121.113,65.8226,54.888,10.9917,0.739974,0.431367,50.805,96.2777,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Zoza,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.54478,0.028224,0.344662,3.50131,76.774,54.6218,52.252,10.7701,0.845342,0.397034,47.6472,102.711,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.47569,0.057473,0.618335,3.44265,300.371,88.1601,76.3158,11.0572,1.51824,1.03882,72.5767,126.345,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.54684,0.030557,0.532284,5.17478,87.5408,65.2802,66.5609,8.32103,1.20413,0.630432,63.0199,85.0618,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.05783,0.053253,0.533526,3.48026,224.876,104.97,67.1993,13.0484,1.11274,0.595387,68.7224,133.22,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.59535,0.049754,0.485907,3.55585,200.575,40.9208,53.601,8.18995,0.958067,0.493409,29.9225,116.513,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.13998,0.090915,1.09397,9.44718,348.011,83.2527,67.7345,10.2122,1.57102,0.872469,61.6778,132.386,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Nasarawa,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.44095,0.086509,0.91934,5.18318,332.826,91.0965,99.0764,9.28732,1.55362,1.01143,105.173,138.247,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Gobirawa,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.98072,0.049703,0.753786,3.28835,281.939,70.3921,53.4415,8.83277,1.0662,0.645244,70.9477,87.6892,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.98072,0.049703,0.753786,3.28835,281.939,70.3921,53.4415,8.83277,1.0662,0.645244,70.9477,87.6892,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.44095,0.086509,0.91934,5.18318,332.826,91.0965,99.0764,9.28732,1.55362,1.01143,105.173,138.247,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Yanoko,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.25517,0.096874,0.872514,4.38764,209.642,83.4493,49.9989,10.7095,1.30523,0.916001,53.9679,168.849,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.78436,0.044711,0.583358,3.65848,234.541,84.9967,54.8128,10.9375,0.956454,0.647231,68.5488,131.606,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.98781,0.039676,0.448688,4.31139,217.732,55.5574,53.6241,10.2008,1.02364,0.507793,66.7053,119.925,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.88491,0.033511,0.386977,4.31899,129.283,49.2635,53.6241,7.95942,0.915744,0.426123,55.5702,121.368,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.52849,0.034081,0.462909,1.37765,149.764,74.2538,53.3726,8.87114,0.82229,0.528147,52.8648,102.587,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.6605,0.03131,0.489676,3.84748,147.923,64.318,53.3027,10.9454,0.778617,0.799229,48.5076,138.012,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.04975,0.031607,0.369779,3.97233,328.525,86.5108,67.1537,9.06019,1.17897,0.477793,61.679,113.893,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Gobirawa,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",5.51578,0.060025,0.533695,7.21703,218.658,61.1718,45.9285,8.12197,1.04726,0.768876,65.7206,100.398,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Jajaye,Rogo,Kano State,OCP fertilizer,Mukhtar,0-20 cm,"1",6.07594,0.045086,0.602111,2.10764,150.219,77.0364,83.1411,9.87664,1.22282,0.889795,66.434,89.1922,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Idi,Kafur,Katsina State,OCP fertilizer,KT 73,0-20 cm,"1",5.82507,0.02355,0.291729,3.30005,183.18,66.1646,46.4637,13.4966,0.664808,0.861347,68.5659,141.331,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Idi,Kafur,Katsina State,OCP fertilizer,KT 68,0-20 cm,"1",6.47701,0.028441,0.352018,2.5786,384.833,116.292,61.5694,10.3598,0.853816,0.971849,84.9805,98.386,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Alhaji,Kafur,Katsina State,OCP fertilizer,KT 75,0-20 cm,"1",6.0714,0.044623,0.695854,3.99215,290.005,99.8545,59.7977,10.3272,1.04581,0.832892,66.353,142.202,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Alhaji,Kafur,Katsina State,OCP fertilizer,KT 77,0-20 cm,"1",5.81869,0.028423,0.322618,2.84459,189.803,65.9921,39.3553,10.1061,0.860147,0.529215,55.2937,133.882,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Alhaji,Kafur,Katsina State,OCP fertilizer,KT 71,0-20 cm,"1",5.47717,0.033249,0.468952,2.95184,243.948,82.8319,97.7263,8.28495,1.1091,1.37052,76.2983,112.816,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Dandada,Kafur,Katsina State,OCP fertilizer,KT 30,0-20 cm,"1",5.87981,0.03272,0.495785,4.11973,140.223,89.4271,49.1483,13.1418,0.996114,0.790651,59.0275,96.8789,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Dandada,Kafur,Katsina State,OCP fertilizer,KT 28,0-20 cm,"1",5.93278,0.05563,0.671195,3.24206,173.809,62.1509,35.3258,11.7748,0.8261,0.788946,55.8848,179.092,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Dandada,Kafur,Katsina State,OCP fertilizer,KT 25,0-20 cm,"1",5.97872,0.031292,0.356537,3.82553,181.733,53.1029,46.2536,10.0988,1.01204,0.921173,45.4779,127.394,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Dandada,Kafur,Katsina State,OCP fertilizer,KT 22,0-20 cm,"1",5.5562,0.058905,0.601053,4.05658,108.571,49.5829,74.2652,11.1645,1.25755,0.561905,43.6191,109.861,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Ungwan Dandada,Kafur,Katsina State,OCP fertilizer,KT 24,0-20 cm,"1",6.43333,0.061102,0.764926,5.34212,325.646,68.7979,39.9846,9.35926,1.48226,1.12646,89.6843,127.748,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Dan Rimi,Kafur,Katsina State,OCP fertilizer,KT 29,0-20 cm,"1",5.70252,0.036549,0.585331,3.22387,161.09,68.7659,40.5442,9.7347,0.951335,0.571694,56.172,165.549,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Dan Rimi,Kafur,Katsina State,OCP fertilizer,KT 26,0-20 cm,"1",5.89182,0.027308,0.38555,4.40814,176.073,57.2386,40.4608,9.18021,0.941647,0.76598,60.7579,138.836,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
Dan Rimi,Kafur,Katsina State,OCP fertilizer,KT 23,0-20 cm,"1",6.17086,0.063304,0.827533,4.1141,401.086,73.8541,49.9915,11.3807,1.40376,1.08007,90.1538,101.153,"49",16b,Undifferentiated Basement Complex,0 - 2%,Savannah Soils,Well Drained,5.6 - 5.8,Moderately Acidic,Fairly Higly Suitable with few physical limitation,Sandy Loam,Aquic Haplustalf,"Sugarcane, Vegetables","2,655.61",Gleyic Luvisol,"0.29","Sorghum,Cotton,Groundnut,Millet,Sugarcane,Maize","Deep, Mostly Deep"
